family_A,family_B,weight,marriage_types,n_writing_records,source_lines,A_is_focal,B_is_focal,edge_scope
潘氏（江苏元和）,秦氏（江苏太仓）,2,娶;适,0,1756;2395,TRUE,TRUE,within_focal_network
潘氏（江苏元和）,管氏（江苏吴县兀（《艺林悼友录》附录）,1,适,1,6684,TRUE,FALSE,external_to_nonfocal_family
潘氏（江苏元和）,言氏（江苏常熟）,4,娶;适,0,1676;1677;1758;1759,TRUE,TRUE,within_focal_network
潘氏（江苏吴县）,王氏（浙江秀水）,2,娶;适,0,1836;3765,TRUE,TRUE,within_focal_network
潘氏（江苏吴县）,秦氏（江苏嘉定工191册）,1,适,0,1828,TRUE,FALSE,external_to_nonfocal_family
潘氏（江苏吴县）,秦氏（江苏太仓）,1,娶,0,2394,TRUE,TRUE,within_focal_network
潘氏（江苏吴县）,翁氏（江苏常熟）,1,娶,0,1606,TRUE,TRUE,within_focal_network
潘氏（江苏吴县）,赵氏（江苏吴县）,1,娶,0,1824,TRUE,FALSE,external_to_nonfocal_family
潘氏（江苏吴县）,赵氏（江苏武进）,1,娶,1,1804,TRUE,FALSE,external_to_nonfocal_family
潘氏（江苏吴县）,钱氏（江苏吴县）,1,娶,0,1807,TRUE,TRUE,within_focal_network
潘氏（江苏吴县）,陆氏（江苏吴县）,4,娶,1,1790;1797;1803;1806,TRUE,TRUE,within_focal_network
潘氏（江苏吴县）,陆氏（浙江归安）,2,娶;适,0,1829;4153,TRUE,TRUE,within_focal_network
潘氏（江苏吴县）,陆氏（浙江桐乡）,1,娶,0,1834,TRUE,TRUE,within_focal_network
潘氏（江苏吴县）,陆费氏（浙江桐乡）,1,适,0,3858,TRUE,TRUE,within_focal_network
潘氏（江苏吴县）,陈氏（浙江钱塘）,2,娶;适,0,1792;4745,TRUE,TRUE,within_focal_network
潘氏（江苏吴县）,韩氏（《显志堂稿》卷八）,1,适,0,1826,TRUE,FALSE,external_to_nonfocal_family
潘氏（江苏吴县）,韩氏（江苏元和）,1,娶,0,1746,TRUE,TRUE,within_focal_network
潘氏（江苏吴江）,王氏（江苏吴江）,2,娶;适,0,2190;2201,TRUE,TRUE,within_focal_network
潘氏（江苏吴江）,陈氏（浙江秀水）,1,适,0,2200,TRUE,TRUE,within_focal_network
潘氏（江苏江宁）,邓氏（江苏江宁）,1,适,0,572,FALSE,TRUE,external_to_nonfocal_family
潘氏（江西新城）,陈氏（江西新城）,1,娶,0,5823,FALSE,TRUE,external_to_nonfocal_family
潘氏（浙江仁和）,连氏（浙江上虞）,1,适,0,7077,FALSE,FALSE,external_to_nonfocal_family
潘氏（浙江钱塘）,许氏（浙江钱塘工（《高阳许氏家谱》卷二）,1,适,0,4674,TRUE,FALSE,external_to_nonfocal_family
潘氏（浙江钱塘）,许氏（浙江钱塘）,5,娶;适,0,4590;4609;4612;4672;4673,TRUE,TRUE,within_focal_network
潘氏（浙江钱塘）,顾氏（浙江仁和）,2,娶;适,0,4676;5208,TRUE,TRUE,within_focal_network
潘氏（湖北罗田）,郭氏（不详）,1,适,1,5583,TRUE,FALSE,external_to_nonfocal_family
潘氏（湖北罗田）,郭氏（安徽）,1,适,1,5582,TRUE,FALSE,external_to_nonfocal_family
濮氏（江苏漂水）,蒋氏（湖南长沙）,1,适,1,6591,FALSE,FALSE,external_to_nonfocal_family
焦氏（江苏甘泉）,阮氏（江苏仪征）,1,适,0,511,FALSE,TRUE,external_to_nonfocal_family
焦氏（江苏甘泉）,黄氏（江苏甘泉）,1,娶,0,461,FALSE,TRUE,external_to_nonfocal_family
牛氏（山东其他）,范氏（不详）,1,适,1,6540,FALSE,FALSE,external_to_nonfocal_family
狄氏（江苏滦阳）,王氏（江苏丹徒）,1,适,0,6600,FALSE,FALSE,external_to_nonfocal_family
狄氏（江苏漂阳）,许氏（直隶宛平）,1,娶,0,91,FALSE,TRUE,external_to_nonfocal_family
王氏（《历代妇女著作考》）,许氏（福建侯官）,1,适,1,6161,FALSE,TRUE,external_to_nonfocal_family
王氏（《历代妇女著作考》）,赵氏（安徽太湖）,1,娶,1,3415,FALSE,TRUE,external_to_nonfocal_family
王氏（《浙媛画史》）,金氏（浙江仁和）,1,适,0,5115,FALSE,TRUE,external_to_nonfocal_family
王氏（上海歙县）,陈氏（江西鄱阳）,1,适,1,6874,FALSE,FALSE,external_to_nonfocal_family
王氏（上海江苏其他）,马氏（不详）,1,适,1,6835,FALSE,FALSE,external_to_nonfocal_family
王氏（不详）,陈氏（浙江海宁）,2,娶;适,0,4378;4493,TRUE,TRUE,within_focal_network
王氏（不详）,顾氏（上海华亭）,1,适,1,6808,TRUE,FALSE,external_to_nonfocal_family
王氏（不详）,魏氏（江苏金坛）,1,娶,0,647,TRUE,TRUE,within_focal_network
王氏（云南昆明）,许氏（直隶宛平）,1,适,0,93,FALSE,TRUE,external_to_nonfocal_family
王氏（四川铜梁）,钱氏（江苏武进）,1,适,0,917,FALSE,TRUE,external_to_nonfocal_family
王氏（四川铜梁）,钱氏（浙江秀水）,1,适,0,3694,FALSE,TRUE,external_to_nonfocal_family
王氏（安徽全椒）,薛氏（安徽全椒）,1,娶,0,2708,FALSE,TRUE,external_to_nonfocal_family
王氏（安徽芜湖）,黄氏（安徽芜湖）,1,娶,0,3459,FALSE,TRUE,external_to_nonfocal_family
王氏（安徽青阳）,翁氏（直隶大兴）,1,适,0,34,FALSE,TRUE,external_to_nonfocal_family
王氏（山东新城）,赵氏（山东益都）,1,娶,0,207,FALSE,TRUE,external_to_nonfocal_family
王氏（山东福山）,谢氏（山东福山）,1,娶,0,181,TRUE,FALSE,external_to_nonfocal_family
王氏（山东福山）,郝氏（山东栖霞）,1,适,0,182,TRUE,FALSE,external_to_nonfocal_family
王氏（山东福山）,黄氏（山东蓬莱）,1,娶,0,183,TRUE,FALSE,external_to_nonfocal_family
王氏（山东福山）,齐氏（直隶高阳）,1,娶,0,6533,TRUE,FALSE,external_to_nonfocal_family
王氏（山东诸城）,陈氏（山东昌乐）,1,娶,0,255,TRUE,FALSE,external_to_nonfocal_family
王氏（山东诸城）,陈氏（山东潍县）,2,娶;适,0,219;257,TRUE,TRUE,within_focal_network
王氏（山西榆次）,陈氏（江苏元和）,1,娶,0,1761,FALSE,TRUE,external_to_nonfocal_family
王氏（江苏上元）,詹氏（安徽宣城）,1,适,1,6588,FALSE,FALSE,external_to_nonfocal_family
王氏（江苏华亭）,秦氏（江苏江都工（《江南乡试同年齿录（乾隆癸卯科）,1,适,0,2590,TRUE,FALSE,external_to_nonfocal_family
王氏（江苏华亭）,秦氏（江苏江都）,3,娶;适,0,493;495;2587,TRUE,TRUE,within_focal_network
王氏（江苏华亭）,蒋氏（江苏常熟）,2,娶;适,2,1652;2575,TRUE,TRUE,within_focal_network
王氏（江苏华亭）,金氏（浙江仁和）,2,娶;适,0,2581;5096,TRUE,TRUE,within_focal_network
王氏（江苏华亭）,陈氏（浙江海宁）,16,娶;适,0,2574;2577;2579;2580;2583;2586;2591;2592;4373;4380;4419;4424;4427;4441;4451;4498,TRUE,TRUE,within_focal_network
王氏（江苏华亭）,高氏（浙江平湖（《明清两代嘉兴的望族》）,1,适,0,2576,TRUE,FALSE,external_to_nonfocal_family
王氏（江苏华亭）,高氏（浙江平湖）,1,娶,0,3887,TRUE,TRUE,within_focal_network
王氏（江苏吴江）,袁氏（江苏吴江）,1,娶,1,2128,TRUE,TRUE,within_focal_network
王氏（江苏吴江）,谭氏（浙江嘉兴）,1,娶,0,3632,TRUE,TRUE,within_focal_network
王氏（江苏嘉定）,秦氏（江苏嘉定）,1,娶,1,2420,TRUE,TRUE,within_focal_network
王氏（江苏嘉定）,钱氏（江苏嘉定）,4,娶;适,0,2427;2428;2432;2433,TRUE,TRUE,within_focal_network
王氏（江苏嘉定）,黄氏（江苏长洲）,1,适,0,2429,TRUE,TRUE,within_focal_network
王氏（江苏太仓）,程氏（江苏无锡）,1,适,1,2340,TRUE,FALSE,external_to_nonfocal_family
王氏（江苏太仓）,胡氏（江苏娄县工二十五）,1,适,1,6772,TRUE,FALSE,external_to_nonfocal_family
王氏（江苏太仓）,陆氏（江苏常熟）,1,娶,0,2373,TRUE,FALSE,external_to_nonfocal_family
王氏（江苏太仓）,陈氏（江苏宝山）,1,娶,1,2333,TRUE,TRUE,within_focal_network
王氏（江苏太仓）,陈氏（浙江海宁）,6,娶;适,0,2376;2377;4322;4354;4371;4425,TRUE,TRUE,within_focal_network
王氏（江苏太仓）,顾氏（江苏长洲）,2,娶;适,0,1980;2375,TRUE,TRUE,within_focal_network
王氏（江苏太仓）,魏氏（江苏武进）,1,适,1,2341,TRUE,FALSE,external_to_nonfocal_family
王氏（江苏娄县）,陈氏（河南商丘）,1,适,1,2641,TRUE,FALSE,external_to_nonfocal_family
王氏（江苏娄县）,顾氏（江苏甘泉）,1,适,0,465,TRUE,TRUE,within_focal_network
王氏（江苏常熟）,赵氏（江苏常熟）,1,娶,1,1543,FALSE,TRUE,external_to_nonfocal_family
王氏（江苏常熟）,邵氏（江苏常熟）,1,适,1,6673,FALSE,TRUE,external_to_nonfocal_family
王氏（江苏常熟）,韩氏（浙江山阴）,1,适,0,7114,FALSE,FALSE,external_to_nonfocal_family
王氏（江苏无锡）,顾氏（江苏金匮）,1,适,1,1282,FALSE,TRUE,external_to_nonfocal_family
王氏（江苏昆山）,言氏（江苏常熟）,1,娶,1,1681,FALSE,TRUE,external_to_nonfocal_family
王氏（江苏昭文）,黄氏（江苏常熟）,1,适,1,6658,FALSE,FALSE,external_to_nonfocal_family
王氏（江苏松江）,陈氏（浙江海宁）,6,娶;适,0,2529;2533;4436;4466;4467;4482,TRUE,TRUE,within_focal_network
王氏（江苏武进）,蒋氏（江苏武进）,1,适,0,955,TRUE,TRUE,within_focal_network
王氏（江苏江宁）,董氏（不详）,1,适,1,6574,FALSE,FALSE,external_to_nonfocal_family
王氏（江苏江宁）,詹氏（安徽宣城）,1,适,0,6568,FALSE,FALSE,external_to_nonfocal_family
王氏（江苏江都）,程氏（上海休宁）,1,适,1,6852,FALSE,FALSE,external_to_nonfocal_family
王氏（江苏苏州）,袁氏（江苏吴江）,1,适,1,2132,FALSE,TRUE,external_to_nonfocal_family
王氏（江苏苏州）,陈氏（浙江海宁）,1,娶,0,4375,FALSE,TRUE,external_to_nonfocal_family
王氏（江苏镇洋）,秦氏（江苏嘉定）,1,娶,0,2416,FALSE,TRUE,external_to_nonfocal_family
王氏（江苏镇洋）,蒋氏（江苏长洲）,1,适,1,2095,FALSE,TRUE,external_to_nonfocal_family
王氏（江苏镇洋）,顾氏（江苏元和）,1,适,1,6676,FALSE,TRUE,external_to_nonfocal_family
王氏（江苏长洲）,薛氏（江苏常熟）,1,适,1,6723,TRUE,FALSE,external_to_nonfocal_family
王氏（江苏长洲）,费氏（江苏武进）,2,娶;适,0,899;2033,TRUE,TRUE,within_focal_network
王氏（江苏长洲）,赵氏（江苏吴江）,1,适,0,2162,TRUE,TRUE,within_focal_network
王氏（江苏长洲）,赵氏（江苏金匮）,1,娶,0,2026,TRUE,FALSE,external_to_nonfocal_family
王氏（江苏长洲）,郑氏（江苏吴县）,1,娶,0,2032,TRUE,FALSE,external_to_nonfocal_family
王氏（江苏长洲）,陈氏（浙江海宁）,1,娶,0,4504,TRUE,TRUE,within_focal_network
王氏（江苏长洲）,黄氏（不详）,1,适,1,2102,TRUE,FALSE,external_to_nonfocal_family
王氏（江苏长洲）,黄氏（江苏长洲）,2,娶;适,0,2016;2024,TRUE,TRUE,within_focal_network
王氏（江苏青浦）,陆氏（江苏青浦）,2,娶;适,0,2483;2495,TRUE,TRUE,within_focal_network
王氏（江苏青浦）,顾氏（江苏甘泉）,1,娶,0,464,TRUE,TRUE,within_focal_network
王氏（江苏高邮）,陶氏（江苏江宁）,1,娶,0,429,TRUE,FALSE,external_to_nonfocal_family
王氏（江苏高邮）,韩氏（浙江仁和）,1,娶,0,433,TRUE,TRUE,within_focal_network
王氏（江西临川）,黄氏（江西宜黄）,1,适,1,5786,FALSE,TRUE,external_to_nonfocal_family
王氏（江西新城）,陈氏（江西新城）,1,适,0,5820,FALSE,TRUE,external_to_nonfocal_family
王氏（浙江仁和）,薛氏（浙江山阴尢（《清代眯卷集成》第290册）,1,适,0,5083,TRUE,FALSE,external_to_nonfocal_family
王氏（浙江仁和）,许氏（浙江钱塘）,2,娶;适,0,4632;5197,TRUE,TRUE,within_focal_network
王氏（浙江仁和）,钟氏（浙江仁和工82册）,1,适,0,5168,TRUE,FALSE,external_to_nonfocal_family
王氏（浙江仁和）,钟氏（浙江仁和）,1,娶,0,5165,TRUE,TRUE,within_focal_network
王氏（浙江仁和）,钱氏（江苏嘉定）,2,娶;适,0,2439;5167,TRUE,TRUE,within_focal_network
王氏（浙江仁和）,陈氏（浙江海宁）,1,娶,0,4392,TRUE,TRUE,within_focal_network
王氏（浙江嘉兴）,范氏（浙江平湖）,1,适,0,6935,TRUE,FALSE,external_to_nonfocal_family
王氏（浙江嘉兴）,钱氏（浙江桐乡）,2,娶;适,0,3609;3791,TRUE,TRUE,within_focal_network
王氏（浙江山阴工（《历代妇女著作考》）,祁氏（浙江山阴）,1,适,1,5251,FALSE,TRUE,external_to_nonfocal_family
王氏（浙江山阴）,胡氏（浙江山阴）,1,适,0,7116,FALSE,FALSE,external_to_nonfocal_family
王氏（浙江山阴）,陈氏（江苏长洲）,1,娶,1,2117,FALSE,TRUE,external_to_nonfocal_family
王氏（浙江平湖）,葛氏（浙江平湖）,2,娶;适,0,3899;3907,TRUE,TRUE,within_focal_network
王氏（浙江平湖）,金氏（浙江嘉善）,1,适,1,6912,TRUE,FALSE,external_to_nonfocal_family
王氏（浙江归安）,詹氏（浙江西安）,1,娶,0,5459,FALSE,TRUE,external_to_nonfocal_family
王氏（浙江归安）,许氏（浙江海宁）,1,适,0,4553,FALSE,TRUE,external_to_nonfocal_family
王氏（浙江海宁）,罗氏（浙江上虞）,1,适,0,5285,TRUE,TRUE,within_focal_network
王氏（浙江海宁）,蒋氏（浙江海宁）,2,娶;适,0,4532;4534,TRUE,TRUE,within_focal_network
王氏（浙江海宁）,顾氏（江苏吴县）,1,适,0,4536,TRUE,FALSE,external_to_nonfocal_family
王氏（浙江秀水）,计氏（浙江秀水）,1,适,0,3743,TRUE,TRUE,within_focal_network
王氏（浙江秀水）,金氏（浙江山阴）,1,适,0,7111,TRUE,FALSE,external_to_nonfocal_family
王氏（浙江秀水）,陈氏（江苏睢宁）,1,娶,1,3762,TRUE,FALSE,external_to_nonfocal_family
王氏（浙江秀水）,陈氏（湖北江夏）,2,娶;适,0,3764;5601,TRUE,TRUE,within_focal_network
王氏（浙江钱塘）,陈氏（浙江钱塘）,1,娶,1,4710,TRUE,TRUE,within_focal_network
王氏（浙江长兴）,贺氏（《历代妇女著作考》）,1,适,1,4058,TRUE,FALSE,external_to_nonfocal_family
王氏（浙江黄岩）,蒋氏（不详）,1,娶,1,5426,TRUE,FALSE,external_to_nonfocal_family
王氏（浙江黄岩）,韩氏（浙江鄞县）,1,适,0,5423,TRUE,FALSE,external_to_nonfocal_family
王氏（湖南宁乡）,陈氏（湖北善化）,1,适,0,7197,FALSE,FALSE,external_to_nonfocal_family
王氏（湖南湘潭）,郭氏（湖南湘潭）,2,娶;适,2,5993;6002,TRUE,TRUE,within_focal_network
王氏（直隶宛平）,米氏（直隶宛平）,1,适,0,77,TRUE,FALSE,external_to_nonfocal_family
王氏（直隶宛平）,陈氏（浙江海宁）,2,娶;适,0,81;4359,TRUE,TRUE,within_focal_network
王氏（直隶）,陈氏（浙江钱塘）,1,适,0,7048,FALSE,TRUE,external_to_nonfocal_family
王氏（福建永福）,高氏（湖北侯官）,1,适,0,7230,FALSE,FALSE,external_to_nonfocal_family
王氏（福建闽县尢68册）,陈氏（福建闽县）,1,娶,0,6232,FALSE,TRUE,external_to_nonfocal_family
甘氏（江苏江宁）,邓氏（江苏江宁）,1,娶,0,570,FALSE,TRUE,external_to_nonfocal_family
甘氏（江西奉新）,程氏（江西新建）,1,适,0,5686,FALSE,TRUE,external_to_nonfocal_family
甘氏（湖北江西其他）,谢氏（江西崇仁）,1,适,1,7183,FALSE,FALSE,external_to_nonfocal_family
白氏（河南）,陈氏（江苏江阴）,1,适,0,712,FALSE,TRUE,external_to_nonfocal_family
盛氏（广东香山）,胡氏（浙江永康）,1,适,1,5436,FALSE,TRUE,external_to_nonfocal_family
盛氏（江苏武进）,费氏（江苏武进）,2,娶;适,0,892;904,TRUE,TRUE,within_focal_network
盛氏（江苏武进）,魏氏（江苏金坛）,2,娶;适,0,649;905,TRUE,TRUE,within_focal_network
盛氏（浙江临海）,许氏（浙江嘉兴）,1,娶,0,7136,FALSE,FALSE,external_to_nonfocal_family
盛氏（浙江嘉兴）,谭氏（浙江嘉兴）,1,适,0,3629,FALSE,TRUE,external_to_nonfocal_family
盛氏（浙江秀水）,谭氏（浙江嘉兴）,1,娶,0,3630,FALSE,TRUE,external_to_nonfocal_family
盛氏（浙江秀水）,陈氏（江苏太仓）,1,娶,0,2353,FALSE,TRUE,external_to_nonfocal_family
瞿氏（江苏嘉定）,金氏（浙江桐乡）,1,适,0,2446,TRUE,FALSE,external_to_nonfocal_family
瞿氏（江苏嘉定）,钱氏（江苏嘉定）,2,娶;适,0,2435;2442,TRUE,TRUE,within_focal_network
瞿氏（江苏嘉定）,钱氏（江苏长洲）,1,适,0,2441,TRUE,FALSE,external_to_nonfocal_family
瞿氏（江苏嘉定）,陈氏（江苏嘉定）,1,适,0,2445,TRUE,FALSE,external_to_nonfocal_family
瞿氏（江苏武进）,费氏（江苏武进）,1,适,0,896,TRUE,TRUE,within_focal_network
瞿氏（江苏武进）,顾氏（不详）,1,适,0,873,TRUE,FALSE,external_to_nonfocal_family
瞿氏（湖南长沙）,聂氏（湖南衡山）,2,娶;适,0,5940;6066,TRUE,TRUE,within_focal_network
石氏（江苏吴县工（《渊雅堂全集）,赵氏（江苏吴江）,1,适,0,2163,FALSE,TRUE,external_to_nonfocal_family
石氏（江苏吴县）,程氏（江苏元和）,1,适,0,1932,TRUE,FALSE,external_to_nonfocal_family
石氏（江苏吴县）,许氏（浙江钱塘）,2,娶;适,0,1929;4601,TRUE,TRUE,within_focal_network
石氏（江苏吴县）,赵氏（江苏吴江九（《渊雅堂全集）,1,娶,0,1928,TRUE,FALSE,external_to_nonfocal_family
石氏（江苏吴县）,邹氏（江苏吴县尢13册）,1,适,0,1931,TRUE,FALSE,external_to_nonfocal_family
石氏（浙江仁和）,金氏（浙江仁和）,1,娶,0,5098,FALSE,TRUE,external_to_nonfocal_family
祁氏（山西寿阳）,陈氏（江西新城）,2,娶;适,0,5482;5821,TRUE,TRUE,within_focal_network
祖氏（福建浦城）,祝氏（《历代妇女著作考》）,1,适,1,6095,TRUE,FALSE,external_to_nonfocal_family
祖氏（福建浦城）,陈氏（直隶大兴）,1,娶,1,6094,TRUE,FALSE,external_to_nonfocal_family
祝氏（江苏江阴尢（《合肥学舍札记》卷六）,薛氏（江苏无锡）,1,娶,0,1264,FALSE,TRUE,external_to_nonfocal_family
祝氏（江苏江阴）,薛氏（江苏无锡）,2,适,0,707;1265,TRUE,TRUE,within_focal_network
祝氏（江苏江阴）,费氏（江苏吴江）,1,适,0,709,TRUE,TRUE,within_focal_network
祝氏（浙江海宁）,陆氏（浙江钱塘）,1,适,0,7044,FALSE,FALSE,external_to_nonfocal_family
祝氏（浙江钱塘九（《高阳许氏家谱》卷三）,许氏（浙江钱塘）,1,娶,0,4653,FALSE,TRUE,external_to_nonfocal_family
祝氏（湖北番禺）,黄氏（广东南海）,1,适,0,7258,FALSE,FALSE,external_to_nonfocal_family
秦氏（江苏吴县）,陈氏（江苏吴县）,1,适,1,6707,FALSE,FALSE,external_to_nonfocal_family
秦氏（江苏嘉定）,诸氏（江苏嘉定）,1,娶,0,2413,TRUE,TRUE,within_focal_network
秦氏（江苏嘉定）,陈氏（江苏嘉定）,1,娶,0,2415,TRUE,FALSE,external_to_nonfocal_family
秦氏（江苏太仓）,金氏（江苏嘉定）,1,娶,1,2392,TRUE,FALSE,external_to_nonfocal_family
秦氏（江苏无锡（《仁庵自记年谱》）,魏氏（浙江钱塘）,1,娶,0,4685,FALSE,TRUE,external_to_nonfocal_family
秦氏（江苏无锡）,程氏（安徽歙县）,1,娶,1,1201,TRUE,FALSE,external_to_nonfocal_family
秦氏（江苏无锡）,裘氏（江苏扬州）,1,娶,1,1215,TRUE,FALSE,external_to_nonfocal_family
秦氏（江苏江宁）,陈氏（湖北江夏）,2,娶;适,0,580;5599,TRUE,TRUE,within_focal_network
秦氏（江苏江都）,陈氏（江苏江都）,1,适,0,496,TRUE,FALSE,external_to_nonfocal_family
秦氏（江苏江都）,陈氏（浙江海宁）,2,娶;适,0,494;4484,TRUE,TRUE,within_focal_network
程氏（安徽休宁）,龚氏（浙江仁和）,1,适,0,5013,FALSE,TRUE,external_to_nonfocal_family
程氏（江苏上海）,陈氏（浙江秀水）,1,适,1,3726,FALSE,TRUE,external_to_nonfocal_family
程氏（江苏吴江）,闵氏（浙江乌程）,1,适,0,7009,FALSE,FALSE,external_to_nonfocal_family
程氏（江苏常熟）,陆氏（江苏常熟）,1,适,1,6669,FALSE,FALSE,external_to_nonfocal_family
程氏（江苏常熟）,高氏（江苏武进）,1,适,1,6670,FALSE,FALSE,external_to_nonfocal_family
程氏（江苏武进）,费氏（江苏武进）,1,适,0,894,FALSE,TRUE,external_to_nonfocal_family
程氏（江苏长洲）,许氏（浙江钱塘）,1,娶,0,4600,FALSE,TRUE,external_to_nonfocal_family
程氏（江西新建工（《高阳许氏家谱》卷二）,许氏（浙江钱塘）,1,娶,0,4613,FALSE,TRUE,external_to_nonfocal_family
程氏（江西新建）,舒氏（江西靖安）,2,娶;适,0,5684;5694,TRUE,TRUE,within_focal_network
程氏（江西新建）,许氏（江西奉新工65册）,1,娶,0,5687,TRUE,FALSE,external_to_nonfocal_family
程氏（江西新建）,许氏（江西奉新）,1,适,0,5702,TRUE,TRUE,within_focal_network
程氏（江西新建）,许氏（浙江钱塘）,1,适,0,5677,TRUE,TRUE,within_focal_network
程氏（江西新建）,赵氏（江西南丰）,2,娶;适,0,5671;5767,TRUE,TRUE,within_focal_network
程氏（江西新建）,陈氏（江西新城）,2,娶;适,0,5682;5838,TRUE,TRUE,within_focal_network
程氏（江西铅山）,裘氏（江西新建）,1,适,0,5651,FALSE,TRUE,external_to_nonfocal_family
程氏（浙江乌程）,陈氏（浙江海宁）,1,娶,0,4374,FALSE,TRUE,external_to_nonfocal_family
程氏（浙江平湖）,陈氏（浙江海宁）,1,娶,0,4430,FALSE,TRUE,external_to_nonfocal_family
程氏（浙江桐乡）,鲍氏（安徽歙县）,1,适,1,3866,TRUE,FALSE,external_to_nonfocal_family
程氏（浙江钱塘）,龚氏（浙江仁和）,2,娶;适,0,4942;5015,TRUE,TRUE,within_focal_network
程氏（湖南宁乡）,陈氏（江西新城）,2,娶;适,0,5848;5974,TRUE,TRUE,within_focal_network
程氏（湖南宁乡）,黄氏（湖南善化）,1,适,0,5975,TRUE,TRUE,within_focal_network
程氏（湖南）,胡氏（上海婺源）,1,适,1,6864,FALSE,FALSE,external_to_nonfocal_family
童氏（浙江鄞县）,范氏（浙江鄞县）,2,娶;适,0,5344;5368,TRUE,TRUE,within_focal_network
童氏（浙江鄞县）,葛氏（浙江慈溪）,1,适,0,5371,TRUE,FALSE,external_to_nonfocal_family
童氏（浙江鄞县）,郑氏（浙江慈溪）,1,娶,0,5376,TRUE,TRUE,within_focal_network
童氏（浙江鄞县）,金氏（浙江诸暨）,1,适,0,5383,TRUE,FALSE,external_to_nonfocal_family
童氏（浙江鄞县）,金氏（浙江镇海）,1,娶,0,5378,TRUE,FALSE,external_to_nonfocal_family
童氏（浙江鄞县）,陈氏（浙江鄞县81册）,1,适,0,5373,TRUE,FALSE,external_to_nonfocal_family
端木氏（浙江青田）,许氏（浙江瑞安）,1,适,1,5455,TRUE,FALSE,external_to_nonfocal_family
符氏（江苏甘泉）,陈氏（江苏甘泉）,1,适,1,6547,FALSE,FALSE,external_to_nonfocal_family
管氏（江苏武进）,邹氏（江苏武进）,1,娶,0,924,FALSE,TRUE,external_to_nonfocal_family
管氏（浙江海宁）,陈氏（浙江海宁）,1,娶,0,4358,FALSE,TRUE,external_to_nonfocal_family
管氏（浙江钱塘）,陈氏（浙江钱塘）,1,娶,1,4741,FALSE,TRUE,external_to_nonfocal_family
纪氏（不详）,范氏（河南河内）,1,适,1,5548,FALSE,TRUE,external_to_nonfocal_family
纪氏（浙江遂安）,边氏（直隶任丘）,1,娶,0,138,FALSE,TRUE,external_to_nonfocal_family
纪氏（湖北汉阳）,陈氏（浙江钱塘）,1,适,0,7169,FALSE,TRUE,external_to_nonfocal_family
纪氏（直隶献县）,罗氏（山东德州）,1,娶,0,131,TRUE,FALSE,external_to_nonfocal_family
纪氏（直隶献县）,苏氏（直隶交河）,1,娶,0,133,TRUE,FALSE,external_to_nonfocal_family
纪氏（直隶献县）,袁氏（山东长山）,1,适,0,129,TRUE,FALSE,external_to_nonfocal_family
纪氏（直隶献县）,赵氏（直隶武清）,1,娶,0,122,TRUE,FALSE,external_to_nonfocal_family
纪氏（直隶献县）,边氏（直隶任丘）,2,娶;适,0,135;139,TRUE,TRUE,within_focal_network
纪氏（直隶献县）,陈氏（直隶文安）,1,娶,0,130,TRUE,FALSE,external_to_nonfocal_family
纪氏（直隶献县）,马氏（直隶献县）,1,娶,0,132,TRUE,FALSE,external_to_nonfocal_family
缪氏（《江南乡试同年齿录（乾隆癸卯科）,韩氏（江苏元和）,1,娶,0,1741,FALSE,TRUE,external_to_nonfocal_family
缪氏（江苏江阴）,邓氏（江苏金匮）,1,适,0,688,TRUE,TRUE,within_focal_network
罗氏（不详）,郭氏（湖南湘潭）,1,适,1,5996,FALSE,TRUE,external_to_nonfocal_family
罗氏（江苏吴县）,陆氏（江苏吴县）,1,适,1,1907,FALSE,TRUE,external_to_nonfocal_family
罗氏（湖北善化）,邹氏（湖南湘阴）,1,适,0,7200,FALSE,FALSE,external_to_nonfocal_family
翁氏（江苏常熟）,蔡氏（浙江仁和）,3,娶;适,0,1604;5173;5175,TRUE,TRUE,within_focal_network
翁氏（江苏常熟）,许氏（浙江善化）,1,娶,0,1597,TRUE,FALSE,external_to_nonfocal_family
翁氏（江苏常熟）,钱氏（浙江归安）,2,娶;适,2,1601;4107,TRUE,TRUE,within_focal_network
翁氏（福建闽县）,郑氏（福建建安）,1,适,1,6106,FALSE,TRUE,external_to_nonfocal_family
耿氏（江苏华亭）,金氏（浙江秀水）,1,适,0,2563,TRUE,FALSE,external_to_nonfocal_family
聂氏（不详）,范氏（江西德化）,1,适,1,5622,FALSE,TRUE,external_to_nonfocal_family
胡氏（不详）,陈氏（四川金堂）,1,适,1,6481,FALSE,TRUE,external_to_nonfocal_family
胡氏（广西临桂）,袁氏（浙江钱塘）,1,适,0,4929,FALSE,TRUE,external_to_nonfocal_family
胡氏（江苏上元）,陈氏（浙江仁和）,1,适,0,7086,FALSE,TRUE,external_to_nonfocal_family
胡氏（江苏吴县）,陈氏（浙江海宁）,1,娶,0,4475,FALSE,TRUE,external_to_nonfocal_family
胡氏（江西东乡）,黄氏（湖北金溪）,1,适,0,7175,FALSE,FALSE,external_to_nonfocal_family
胡氏（江西宜春）,金氏（湖北金溪）,1,适,0,7174,FALSE,FALSE,external_to_nonfocal_family
胡氏（江西峡江）,邓氏（江西新淦）,1,适,0,7185,FALSE,FALSE,external_to_nonfocal_family
胡氏（江西新建）,许氏（江西奉新）,2,娶;适,0,5666;5701,TRUE,TRUE,within_focal_network
