entry_no_raw,line_no,anchor_family,anchor_is_focal,partner_family,marriage_type,current_location,left_text,right_text,partner_text,partner_location,has_writings_any,female_writer_family,uncertain_writer,era_hint,source_text
4328.,5922,郑氏（湖南长沙）,TRUE,唐氏（湖南善化）,娶,湖南长沙,郑先朴子郑业敦,唐馨孙女、唐鉴侄孙女、唐尔羡女（湖南善化.有《播漪阁诗草》）。80册）,唐馨孙女、唐鉴侄孙女、唐尔羡女,湖南善化,TRUE,唐氏（湖南善化）,FALSE,NA,郑先朴子郑业敦【娶】唐馨孙女、唐鉴侄孙女、唐尔羡女（湖南善化.有《播漪阁诗草》）。80册）
4329.,5923,郑氏（湖南长沙）,TRUE,黄氏（湖南安化）,适,湖南长沙,郑先朴女（有《春草轩诗草》）,黄雨田子黄自元（湖南安化）。67册）,黄雨田子黄自元,湖南安化,TRUE,郑氏（湖南长沙）,FALSE,NA,郑先朴女（有《春草轩诗草》）【适】黄雨田子黄自元（湖南安化）。67册）
4330.,5924,郑氏（湖南长沙）,TRUE,余氏（湖南攸县）,适,湖南长沙,郑先朴女（有《蓿碧山房诗草》）,余世第子余授功（湖南攸县）。67册）,余世第子余授功,湖南攸县,TRUE,郑氏（湖南长沙）,FALSE,NA,郑先朴女（有《蓿碧山房诗草》）【适】余世第子余授功（湖南攸县）。67册）
4331.,5925,郑氏（湖南长沙）,TRUE,陶氏（湖南安化）,适,湖南长沙,郑先朴女（有《云澈阁诗草》）,陶谢孙、陶榄子陶煌（湖南安化）。67册）,陶谢孙、陶榄子陶煌,湖南安化,TRUE,郑氏（湖南长沙）,FALSE,NA,郑先朴女（有《云澈阁诗草》）【适】陶谢孙、陶榄子陶煌（湖南安化）。67册）
4332.,5926,郑氏（湖南长沙）,TRUE,陶氏（湖南安化）,适,湖南长沙,郑敦允曾孙女、郑先械孙女,陶煌子陶叔惠（湖南安化）。,陶煌子陶叔惠,湖南安化,FALSE,NA,FALSE,NA,郑敦允曾孙女、郑先械孙女【适】陶煌子陶叔惠（湖南安化）。
4333.,5928,郑氏（湖南长沙）,TRUE,黄氏（湖南安化九67册）,娶,湖南长沙,郑业敦子郑沅,黄德濂曾孙女、黄镇元女（湖南安化九67册）,黄德濂曾孙女、黄镇元女,湖南安化九67册,FALSE,NA,FALSE,NA,郑业敦子郑沅【娶】黄德濂曾孙女、黄镇元女（湖南安化九67册）
4334.,5932,杨氏（湖南长沙）,TRUE,李氏（不详）,娶,湖南长沙,杨诗博,李星沅妹李星池（湖南湘阴.有《澹香阁诗钞》*,李星沅妹李星池（湖南湘阴.有《澹香阁诗钞》*,不详,TRUE,李氏（不详）,FALSE,NA,杨诗博【娶】李星沅妹李星池（湖南湘阴.有《澹香阁诗钞》*
4335.,5933,杨氏（湖南长沙）,TRUE,刘氏（湖南湘阴）,适,湖南长沙,杨诗樽女杨书蕙（有《幽簧吟馆诗钞》）,刘俊章（湖南湘阴）。,刘俊章,湖南湘阴,TRUE,杨氏（湖南长沙）,FALSE,NA,杨诗樽女杨书蕙（有《幽簧吟馆诗钞》）【适】刘俊章（湖南湘阴）。
4336.,5934,杨氏（湖南长沙）,TRUE,周氏（不详）,适,湖南长沙,杨诗博女杨书兰（有《红蕖吟馆诗钞》）,周瀚本。,周瀚本。,不详,TRUE,杨氏（湖南长沙）,FALSE,NA,杨诗博女杨书兰（有《红蕖吟馆诗钞》）【适】周瀚本。
4332,5936,陈氏（湖南长沙）,TRUE,左氏（湖南湘阴）,娶,湖南长沙,陈本钦子陈乃瀚,左宗植女（湖南湘阴）。67册）,左宗植女,湖南湘阴,FALSE,NA,FALSE,NA,陈本钦子陈乃瀚【娶】左宗植女（湖南湘阴）。67册）
4333,5937,陈氏（湖南长沙）,TRUE,夏氏（江西新建）,适,湖南长沙,陈本钦孙女、陈乃瀚女,夏敬观（江西新建）。（《夏敬观年谱》）,夏敬观,江西新建,FALSE,NA,FALSE,NA,陈本钦孙女、陈乃瀚女【适】夏敬观（江西新建）。（《夏敬观年谱》）
4339.,5939,瞿氏（湖南长沙）,TRUE,傅氏（贵州贵筑）,娶,湖南长沙,瞿鸿机,傅寿彤女傅幼琼（贵州贵筑）。（《长沙瞿氏家乘》）,傅寿彤女傅幼琼,贵州贵筑,FALSE,NA,FALSE,NA,瞿鸿机【娶】傅寿彤女傅幼琼（贵州贵筑）。（《长沙瞿氏家乘》）
4340.,5940,瞿氏（湖南长沙）,TRUE,聂氏（湖南衡山）,娶,湖南长沙,瞿鸿机子瞿宣颖,聂缉梨女聂其璞（湖南衡山）。（《崇德老人自订年谱》）,聂缉梨女聂其璞,湖南衡山,FALSE,NA,FALSE,NA,瞿鸿机子瞿宣颖【娶】聂缉梨女聂其璞（湖南衡山）。（《崇德老人自订年谱》）
4341.,5942,周氏（湖南善化）,TRUE,李氏（湖南湘阴（《清代科举人物家传资料氾编》第52册）,娶,湖南善化,周声洋,李桓女（湖南湘阴*（《清代科举人物家传资料氾编》第52册）,李桓女,湖南湘阴（《清代科举人物家传资料氾编》第52册,FALSE,NA,FALSE,NA,周声洋【娶】李桓女（湖南湘阴*（《清代科举人物家传资料氾编》第52册）
4342.,5943,周氏（湖南善化）,TRUE,何氏（湖南道州）,娶,湖南善化,周声洋子周世楠,何绍基曾孙女、何庆涵孙女、何维棣女（湖南道州）。52册）,何绍基曾孙女、何庆涵孙女、何维棣女,湖南道州,FALSE,NA,FALSE,NA,周声洋子周世楠【娶】何绍基曾孙女、何庆涵孙女、何维棣女（湖南道州）。52册）
4343.,5944,周氏（湖南善化）,TRUE,贺氏（湖南善化工52册）,适,湖南善化,周声洋女,贺长龄曾孙、贺克绳子贺家升（湖南善化工52册）,贺长龄曾孙、贺克绳子贺家升,湖南善化工52册,FALSE,NA,FALSE,NA,周声洋女【适】贺长龄曾孙、贺克绳子贺家升（湖南善化工52册）
4344.,5948,贺氏（湖南善化）,TRUE,陶氏（湖南安化）,娶,湖南善化,贺熙龄子贺毂,陶满女陶蕖姿（湖南安化）。（《资江陶氏七续族谱提本》卷一）,陶满女陶蕖姿,湖南安化,FALSE,NA,FALSE,NA,贺熙龄子贺毂【娶】陶满女陶蕖姿（湖南安化）。（《资江陶氏七续族谱提本》卷一）
4345.,5949,贺氏（湖南善化）,TRUE,曾氏（湖南湘乡）,适,湖南善化,贺长龄女,曾国藩子曾纪泽（湖南湘乡）。（《清代株卷集成》第64册、《大界曾氏五修族谱》卷十三）,曾国藩子曾纪泽,湖南湘乡,FALSE,NA,FALSE,NA,贺长龄女【适】曾国藩子曾纪泽（湖南湘乡）。（《清代株卷集成》第64册、《大界曾氏五修族谱》卷十三）
4346.,5950,贺氏（湖南善化）,TRUE,郑氏（湖南长沙）,适,湖南善化,贺熙龄女、贺长龄侄女,郑敦允子郑先朴（湖南长沙）。80册）,郑敦允子郑先朴,湖南长沙,FALSE,NA,FALSE,NA,贺熙龄女、贺长龄侄女【适】郑敦允子郑先朴（湖南长沙）。80册）
4347.,5951,贺氏（湖南善化）,TRUE,周氏（湖南善化）,娶,湖南善化,贺长龄曾孙、贺克绳子贺家升,周声洋女（湖南善化）。52册）,周声洋女,湖南善化,FALSE,NA,FALSE,NA,贺长龄曾孙、贺克绳子贺家升【娶】周声洋女（湖南善化）。52册）
4348.,5952,贺氏（湖南善化）,TRUE,陶氏（湖南安化）,适,湖南善化,贺熙龄曾孙女、贺谖孙女、贺汝定女,陶煌子陶宪曾（湖南安化）。（《资江陶氏七续族谱提本》卷一）,陶煌子陶宪曾,湖南安化,FALSE,NA,FALSE,NA,贺熙龄曾孙女、贺谖孙女、贺汝定女【适】陶煌子陶宪曾（湖南安化）。（《资江陶氏七续族谱提本》卷一）
4349.,5954,唐氏（湖南善化）,TRUE,王氏（湖南宁乡）,娶,湖南善化,唐仲冕子唐鉴,王人作女（湖南宁乡）。（《陶山文录》卷九）,王人作女,湖南宁乡,FALSE,NA,FALSE,NA,唐仲冕子唐鉴【娶】王人作女（湖南宁乡）。（《陶山文录》卷九）
4350.,5955,唐氏（湖南善化）,TRUE,杨氏（陕西梆县）,娶,湖南善化,唐鉴,杨兆鹏女（陕西梆县）。（《陶山文录》卷九）,杨兆鹏女,陕西梆县,FALSE,NA,FALSE,NA,唐鉴【娶】杨兆鹏女（陕西梆县）。（《陶山文录》卷九）
4351.,5956,唐氏（湖南善化）,TRUE,黄氏（湖南宁乡）,娶,湖南善化,唐仲冕子唐馨,黄灿女（湖南宁乡）。（《陶山文录》卷九）,黄灿女,湖南宁乡,FALSE,NA,FALSE,NA,唐仲冕子唐馨【娶】黄灿女（湖南宁乡）。（《陶山文录》卷九）
4352.,5957,唐氏（湖南善化）,TRUE,贺氏（湖南善化）,娶,湖南善化,唐仲冕孙唐尔羡,贺熙龄女（湖南善化）。（《陶山文录》卷九）,贺熙龄女,湖南善化,FALSE,NA,FALSE,NA,唐仲冕孙唐尔羡【娶】贺熙龄女（湖南善化）。（《陶山文录》卷九）
4353.,5958,唐氏（湖南善化）,TRUE,顾氏（直隶宛平）,适,湖南善化,唐仲冕孙女,顾德庆子顾兰徵（直隶宛平）。（《陶山文录》卷九）、,顾德庆子顾兰徵,直隶宛平,FALSE,NA,FALSE,NA,唐仲冕孙女【适】顾德庆子顾兰徵（直隶宛平）。（《陶山文录》卷九）、
4354.,5959,唐氏（湖南善化）,TRUE,戚氏（浙江钱塘）,适,湖南善化,唐仲冕孙女,戚人镜子（浙江钱塘）。（《陶山文录》卷九）,戚人镜子,浙江钱塘,FALSE,NA,FALSE,NA,唐仲冕孙女【适】戚人镜子（浙江钱塘）。（《陶山文录》卷九）
4355.,5960,唐氏（湖南善化）,TRUE,郑氏（不详）,适,湖南善化,唐尔羡女（有《璃漪阁诗草》）,郑先朴子郑业教（湖南长,郑先朴子郑业教（湖南长,不详,TRUE,唐氏（湖南善化）,FALSE,NA,唐尔羡女（有《璃漪阁诗草》）【适】郑先朴子郑业教（湖南长
4356.,5963,黄氏（湖南善化）,TRUE,沈氏（江苏长洲工178册）,娶,湖南善化,黄兆麟,沈宝廉女（江苏长洲工178册）,沈宝廉女,江苏长洲工178册,FALSE,NA,FALSE,NA,黄兆麟【娶】沈宝廉女（江苏长洲工178册）
4357.,5964,黄氏（湖南善化）,TRUE,张氏（不详）,娶,湖南善化,黄兆麟子黄荣寿,张星焕孙女张云辉（湖南善化.有《红杏,张星焕孙女张云辉（湖南善化.有《红杏,不详,TRUE,张氏（不详）,FALSE,NA,黄兆麟子黄荣寿【娶】张星焕孙女张云辉（湖南善化.有《红杏
4358.,5969,黄氏（湖南宁乡）,TRUE,陈氏（湖南龙阳）,娶,湖南宁乡,黄本骥,陈梅仙（湖南龙阳.有《梅影集》九（《清闺秀艺文略》卷一）,陈梅仙,湖南龙阳,TRUE,陈氏（湖南龙阳）,FALSE,NA,黄本骥【娶】陈梅仙（湖南龙阳.有《梅影集》九（《清闺秀艺文略》卷一）
4359.,5970,黄氏（湖南宁乡）,TRUE,欧阳氏（湖南浏阳）,适,湖南宁乡,黄本骐女黄婉畸（有《茶香阁诗词》）,欧阳道济（湖南浏阳）。（《吉安室书录》附录）,欧阳道济,湖南浏阳,TRUE,黄氏（湖南宁乡）,FALSE,NA,黄本骐女黄婉畸（有《茶香阁诗词》）【适】欧阳道济（湖南浏阳）。（《吉安室书录》附录）
4360.,5971,黄氏（湖南宁乡）,TRUE,李氏（不详）,适,湖南宁乡,黄本骐女黄婉琳（有《留春阁遗草》）,李灿华。,李灿华。,不详,TRUE,黄氏（湖南宁乡）,FALSE,NA,黄本骐女黄婉琳（有《留春阁遗草》）【适】李灿华。
4361.,5973,程氏（湖南宁乡）,TRUE,彭氏（湖南长沙）,娶,湖南宁乡,程惠吉子程荣寿,彭舒萼女（湖南长沙）。1册）,彭舒萼女,湖南长沙,FALSE,NA,FALSE,NA,程惠吉子程荣寿【娶】彭舒萼女（湖南长沙）。1册）
4362.,5974,程氏（湖南宁乡）,TRUE,陈氏（江西新城）,适,湖南宁乡,程荣寿女、程颂万姊（或妹）,陈宝善子陈鸿运（江西新城）。1册）,陈宝善子陈鸿运,江西新城,FALSE,NA,FALSE,NA,程荣寿女、程颂万姊（或妹）【适】陈宝善子陈鸿运（江西新城）。1册）
4363.,5975,程氏（湖南宁乡）,TRUE,黄氏（湖南善化）,适,湖南宁乡,程荣寿侄女,黄式度子黄仁淑（湖南善化）。1册）,黄式度子黄仁淑,湖南善化,FALSE,NA,FALSE,NA,程荣寿侄女【适】黄式度子黄仁淑（湖南善化）。1册）
4364.,5977,周氏（湖南湘潭）,TRUE,王氏（湖南湘潭）,娶,湖南湘潭,周系舆,王慈云（湖南湘潭.左宗棠外姑.有《慈云阁诗钞》）。（《慈云阁诗钞》卷首、《方上周氏诗词集》卷三）,王慈云,湖南湘潭,TRUE,王氏（湖南湘潭）,FALSE,NA,周系舆【娶】王慈云（湖南湘潭.左宗棠外姑.有《慈云阁诗钞》）。（《慈云阁诗钞》卷首、《方上周氏诗词集》卷三）
4365.,5978,周氏（湖南湘潭）,TRUE,左氏（湖南湘阴）,娶,湖南湘潭,周系蕃,左宗棠姊左寿贞（湖南湘阴.有《幽香室吟草》）。（《历代妇女著作考》、《慈云阁诗钞》卷首）,左宗棠姊左寿贞,湖南湘阴,TRUE,左氏（湖南湘阴）,FALSE,NA,周系蕃【娶】左宗棠姊左寿贞（湖南湘阴.有《幽香室吟草》）。（《历代妇女著作考》、《慈云阁诗钞》卷首）
4366.,5979,周氏（湖南湘潭）,TRUE,陶氏（湖南安化）,娶,湖南湘潭,周系英子周贻朴,陶谢女陶瑞姿（湖南安化）。（《资江陶氏七续族谱提本》卷一）,陶谢女陶瑞姿,湖南安化,FALSE,NA,FALSE,NA,周系英子周贻朴【娶】陶谢女陶瑞姿（湖南安化）。（《资江陶氏七续族谱提本》卷一）
4367.,5980,周氏（湖南湘潭）,TRUE,左氏（湖南湘阴（《慈云阁诗钞》卷首）,适,湖南湘潭,周系舆女周诒端（有《饰性斋遗稿》）,左宗棠（湖南湘阴*（《慈云阁诗钞》卷首、《方上周氏诗词集》卷五）,左宗棠,湖南湘阴（《慈云阁诗钞》卷首,TRUE,周氏（湖南湘潭）,FALSE,NA,周系舆女周诒端（有《饰性斋遗稿》）【适】左宗棠（湖南湘阴*（《慈云阁诗钞》卷首、《方上周氏诗词集》卷五）
4368.,5981,周氏（湖南湘潭）,TRUE,张氏（不详）,适,湖南湘潭,周系舆女周诒繁（有《静一斋诗草、诗馀》）,张声册（湖南湘,张声册（湖南湘,不详,TRUE,周氏（湖南湘潭）,FALSE,NA,周系舆女周诒繁（有《静一斋诗草、诗馀》）【适】张声册（湖南湘
4369.,5985,周氏（湖南湘潭）,TRUE,徐氏（湖南长沙）,适,湖南湘潭,周系舆孙女、周诒昱女周翼楠（有《冷香斋诗草》、《冷香斋诗馀》）,徐树禄（湖南长沙）。（《历代妇女著作考》、《方上周氏诗词集》卷五）,徐树禄,湖南长沙,TRUE,周氏（湖南湘潭）,FALSE,NA,周系舆孙女、周诒昱女周翼楠（有《冷香斋诗草》、《冷香斋诗馀》）【适】徐树禄（湖南长沙）。（《历代妇女著作考》、《方上周氏诗词集》卷五）
4370.,5986,周氏（湖南湘潭）,TRUE,黄氏（湖南湘潭）,适,湖南湘潭,周诒昱女周翼杓（有《藕香斋诗草》）,黄光煮（湖南湘潭）。（《方上周氏诗词集》卷五）,黄光煮,湖南湘潭,TRUE,周氏（湖南湘潭）,FALSE,NA,周诒昱女周翼杓（有《藕香斋诗草》）【适】黄光煮（湖南湘潭）。（《方上周氏诗词集》卷五）
4371.,5987,周氏（湖南湘潭）,TRUE,罗氏（湖南湘潭）,适,湖南湘潭,周蔚之女周挈（有《吉劭阁诗集》）,罗汝怀（湖南湘潭）。（《方上周氏诗词集》春五）,罗汝怀,湖南湘潭,TRUE,周氏（湖南湘潭）,FALSE,NA,周蔚之女周挈（有《吉劭阁诗集》）【适】罗汝怀（湖南湘潭）。（《方上周氏诗词集》春五）
4372.,5988,周氏（湖南湘潭）,TRUE,葛氏（《方上周氏诗词集》卷五）,适,湖南湘潭,周湘之女周诒静（有《鼠秋轩遗稿》）,葛利川。（《方上周氏诗词集》卷五）,葛利川。,《方上周氏诗词集》卷五,TRUE,周氏（湖南湘潭）,FALSE,NA,周湘之女周诒静（有《鼠秋轩遗稿》）【适】葛利川。（《方上周氏诗词集》卷五）
4373.,5989,周氏（湖南湘潭）,TRUE,左氏（《慈云阁诗钞》卷首）,娶,湖南湘潭,周翼标,左宗棠女左孝琪（湖南湘阴.有《淡如斋遗草》工（《慈云阁诗钞》卷首、《方上周氏诗词集》卷五）,左宗棠女左孝琪（湖南湘阴.有《淡如斋遗草》工,《慈云阁诗钞》卷首,TRUE,左氏（《慈云阁诗钞》卷首）,FALSE,NA,周翼标【娶】左宗棠女左孝琪（湖南湘阴.有《淡如斋遗草》工（《慈云阁诗钞》卷首、《方上周氏诗词集》卷五）
4374.,5991,郭氏（湖南湘潭）,TRUE,凤氏（江苏苏州）,适,湖南湘潭,郭赞贤女郭友兰（有《嗷雪山房诗》）,凤丹山（江苏苏州）。,凤丹山,江苏苏州,TRUE,郭氏（湖南湘潭）,FALSE,NA,郭赞贤女郭友兰（有《嗷雪山房诗》）【适】凤丹山（江苏苏州）。
4375.,5993,郭氏（湖南湘潭）,TRUE,王氏（湖南湘潭）,适,湖南湘潭,郭赞贤女郭佩兰（有《贮月轩诗》）,王德立（湖南湘潭）。（《历代妇女著作考》、《清闺秀艺文略》卷二）,王德立,湖南湘潭,TRUE,郭氏（湖南湘潭）,FALSE,NA,郭赞贤女郭佩兰（有《贮月轩诗》）【适】王德立（湖南湘潭）。（《历代妇女著作考》、《清闺秀艺文略》卷二）
4376.,5994,郭氏（湖南湘潭）,TRUE,邵氏（不详）,适,湖南湘潭,郭步盟（有《独吟楼诗》.郭汪璨姑母）,邵氏。,邵氏。,不详,TRUE,郭氏（湖南湘潭）,FALSE,NA,郭步盟（有《独吟楼诗》.郭汪璨姑母）【适】邵氏。
4377.,5995,郭氏（湖南湘潭）,TRUE,李氏（湖南湘阴）,适,湖南湘潭,郭汪璨女郭润玉（有《簪花阁诗集》等）,李星沅（湖南湘阴）。（《李文恭遗集》卷二、《历代妇女著作考》）,李星沅,湖南湘阴,TRUE,郭氏（湖南湘潭）,FALSE,NA,郭汪璨女郭润玉（有《簪花阁诗集》等）【适】李星沅（湖南湘阴）。（《李文恭遗集》卷二、《历代妇女著作考》）
4378.,5996,郭氏（湖南湘潭）,TRUE,罗氏（不详）,适,湖南湘潭,郭汪璨女郭漱玉（有《绣珠轩诗》）,罗亨鼎（湖南衡山尢,罗亨鼎（湖南衡山尢,不详,TRUE,郭氏（湖南湘潭）,FALSE,NA,郭汪璨女郭漱玉（有《绣珠轩诗》）【适】罗亨鼎（湖南衡山尢
4379.,5997,郭氏（湖南湘潭）,TRUE,李氏（湖南长沙）,适,湖南湘潭,郭汪璨女,李兴谟（湖南长沙）。67册）,李兴谟,湖南长沙,FALSE,NA,FALSE,NA,郭汪璨女【适】李兴谟（湖南长沙）。67册）
4380.,5998,郭氏（湖南湘潭）,TRUE,李氏（湖南湘阴）,适,湖南湘潭,郭润玉侄女郭秉慧（有《红薇吟馆遗草》）,李杭（湖南湘阴）。（《历代妇女著作考》、《清闺秀正始再续集初编》三）,李杭,湖南湘阴,TRUE,郭氏（湖南湘潭）,FALSE,NA,郭润玉侄女郭秉慧（有《红薇吟馆遗草》）【适】李杭（湖南湘阴）。（《历代妇女著作考》、《清闺秀正始再续集初编》三）
4381.,6002,王氏（湖南湘潭）,TRUE,郭氏（湖南湘潭）,娶,湖南湘潭,王德立,郭赞贤女郭佩兰（湖南湘潭.有《贮月轩诗》）。,郭赞贤女郭佩兰,湖南湘潭,TRUE,郭氏（湖南湘潭）,FALSE,NA,王德立【娶】郭赞贤女郭佩兰（湖南湘潭.有《贮月轩诗》）。
4382.,6004,王氏（湖南湘潭）,TRUE,刘氏（湖南长沙）,适,湖南湘潭,王德立女王继藻（有《敏求斋集》）,刘曾鳌（湖南长沙）。,刘曾鳌,湖南长沙,TRUE,王氏（湖南湘潭）,FALSE,NA,王德立女王继藻（有《敏求斋集》）【适】刘曾鳌（湖南长沙）。
4383.,6007,杨氏（湖南湘潭）,TRUE,王氏（湖南湘潭）,适,湖南湘潭,杨度妹杨庄,王闿运子王代懿（湖南湘潭）。（《近代词人考录》）,王闿运子王代懿,湖南湘潭,FALSE,NA,FALSE,NA,杨度妹杨庄【适】王闿运子王代懿（湖南湘潭）。（《近代词人考录》）
4384.,6008,杨氏（湖南湘潭）,TRUE,郭氏（四川资中）,适,湖南湘潭,杨度女杨云慧,郭有守（四川资中）。（《也同欢乐也同愁》）,郭有守,四川资中,FALSE,NA,FALSE,NA,杨度女杨云慧【适】郭有守（四川资中）。（《也同欢乐也同愁》）
4385.,6010,曾氏（湖南湘乡）,TRUE,刘氏（湖南湘乡）,娶,湖南湘乡,曾国藩子曾纪泽,刘蓉女（湖南湘乡）。64册、《大界曾氏五修族谱》卷十三）,刘蓉女,湖南湘乡,FALSE,NA,FALSE,NA,曾国藩子曾纪泽【娶】刘蓉女（湖南湘乡）。64册、《大界曾氏五修族谱》卷十三）
4386.,6011,曾氏（湖南湘乡）,TRUE,贺氏（湖南善化）,娶,湖南湘乡,曾纪泽,贺长龄女（湖南善化）。64册、《大界曾氏五修族谱》卷十三）,贺长龄女,湖南善化,FALSE,NA,FALSE,NA,曾纪泽【娶】贺长龄女（湖南善化）。64册、《大界曾氏五修族谱》卷十三）
4387.,6012,曾氏（湖南湘乡）,TRUE,郭氏（湖北靳水）,娶,湖南湘乡,曾国藩子曾纪鸿,郭沛霖女（湖北靳水）。.（《大界曾氏五修族谱》卷十三）,郭沛霖女,湖北靳水,FALSE,NA,FALSE,NA,曾国藩子曾纪鸿【娶】郭沛霖女（湖北靳水）。.（《大界曾氏五修族谱》卷十三）
4388.,6013,曾氏（湖南湘乡）,TRUE,魏氏（江苏金坛）,娶,湖南湘乡,曾国潢子曾纪梁,魏檀女（江苏金坛）。47册）,魏檀女,江苏金坛,FALSE,NA,FALSE,NA,曾国潢子曾纪梁【娶】魏檀女（江苏金坛）。47册）
4389.,6014,曾氏（湖南湘乡）,TRUE,聂氏（湖南衡山工（《崇德老人自订年谱》）,适,湖南湘乡,曾国藩女曾纪芬,聂缉梨（湖南衡山工（《崇德老人自订年谱》）,聂缉梨,湖南衡山工（《崇德老人自订年谱》,FALSE,NA,FALSE,NA,曾国藩女曾纪芬【适】聂缉梨（湖南衡山工（《崇德老人自订年谱》）
4390.,6015,曾氏（湖南湘乡）,TRUE,郭氏（湖南湘阴）,适,湖南湘乡,曾国藩女,郭嵩煮子郭刚基（湖南湘阴）。64册）,郭嵩煮子郭刚基,湖南湘阴,FALSE,NA,FALSE,NA,曾国藩女【适】郭嵩煮子郭刚基（湖南湘阴）。64册）
4391,6016,曾氏（湖南湘乡）,TRUE,袁氏（湖南湘潭）,适,湖南湘乡,「曾国藩女,袁芳瑛子袁秉桢（湖南湘潭）。64册）,袁芳瑛子袁秉桢,湖南湘潭,FALSE,NA,FALSE,NA,「曾国藩女【适】袁芳瑛子袁秉桢（湖南湘潭）。64册）
4392.,6017,曾氏（湖南湘乡）,TRUE,罗氏（湖南湘乡）,适,湖南湘乡,曾国藩女,罗泽南子罗兆升（湖南湘乡）。64册）,罗泽南子罗兆升,湖南湘乡,FALSE,NA,FALSE,NA,曾国藩女【适】罗泽南子罗兆升（湖南湘乡）。64册）
4393.,6020,曾氏（湖南湘乡）,TRUE,陈氏（湖南善化）,适,湖南湘乡,曾国藩女曾纪耀,陈岱云子陈松生（湖南善化）。（《闺秀诗话》卷四）,陈岱云子陈松生,湖南善化,FALSE,NA,FALSE,NA,曾国藩女曾纪耀【适】陈岱云子陈松生（湖南善化）。（《闺秀诗话》卷四）
4394.,6021,曾氏（湖南湘乡）,TRUE,唐氏（湖南长沙）,娶,湖南湘乡,曾纪鸿子曾广钧,唐树楠女（湖南长沙）。（《大界曾氏五修族谱》卷十三）,唐树楠女,湖南长沙,FALSE,NA,FALSE,NA,曾纪鸿子曾广钧【娶】唐树楠女（湖南长沙）。（《大界曾氏五修族谱》卷十三）
4395.,6022,曾氏（湖南湘乡）,TRUE,华氏（不详）,娶,湖南湘乡,曾广钧,华金婉（湖南长沙.有《秀芬吟稿》兀,华金婉（湖南长沙.有《秀芬吟稿》兀,不详,TRUE,华氏（不详）,FALSE,NA,曾广钧【娶】华金婉（湖南长沙.有《秀芬吟稿》兀
4396.,6023,曾氏（湖南湘乡）,TRUE,黄氏（湖南安化）,娶,湖南湘乡,曾纪鸿子曾广籀,黄自元女（湖南安化）。（《大界曾氏五修族谱》卷十三）,黄自元女,湖南安化,FALSE,NA,FALSE,NA,曾纪鸿子曾广籀【娶】黄自元女（湖南安化）。（《大界曾氏五修族谱》卷十三）
4397.,6024,曾氏（湖南湘乡）,TRUE,李氏（湖南平江）,娶,湖南湘乡,曾纪泽子曾广锋,李元度女（湖南平江.有《筱吟斋诗集》）。,李元度女,湖南平江,TRUE,李氏（湖南平江）,FALSE,NA,曾纪泽子曾广锋【娶】李元度女（湖南平江.有《筱吟斋诗集》）。
4398.,6026,曾氏（湖南湘乡）,TRUE,李氏（安徽合肥工64册）,适,湖南湘乡,曾纪泽女,李鹤章子李经馥（安徽合肥工64册）,李鹤章子李经馥,安徽合肥工64册,FALSE,NA,FALSE,NA,曾纪泽女【适】李鹤章子李经馥（安徽合肥工64册）
4399.,6027,曾氏（湖南湘乡）,TRUE,俞氏（浙江山阴）,适,湖南湘乡,曾纪鸿女曾广珊,俞文葆子俞明震（浙江山阴）。64册、《大界曾氏五修族谱》卷十三）,俞文葆子俞明震,浙江山阴,FALSE,NA,FALSE,NA,曾纪鸿女曾广珊【适】俞文葆子俞明震（浙江山阴）。64册、《大界曾氏五修族谱》卷十三）
4400.,6028,曾氏（湖南湘乡）,TRUE,俞氏（浙江山阴）,娶,湖南湘乡,曾国潢曾孙、曾纪梁孙、曾广祚子曾昭抡,俞明颐女俞大纲（浙江山阴）。（《也同欢乐也同愁》）,俞明颐女俞大纲,浙江山阴,FALSE,NA,FALSE,NA,曾国潢曾孙、曾纪梁孙、曾广祚子曾昭抡【娶】俞明颐女俞大纲（浙江山阴）。（《也同欢乐也同愁》）
4401.,6030,黄氏（湖南安化）,TRUE,郑氏（江苏长洲）,娶,湖南安化,黄德濂子黄雨田,郑敦允女、郑先朴妹（江苏长洲）。5册）,郑敦允女、郑先朴妹,江苏长洲,FALSE,NA,FALSE,NA,黄德濂子黄雨田【娶】郑敦允女、郑先朴妹（江苏长洲）。5册）
4402.,6031,黄氏（湖南安化）,TRUE,郑氏（江苏长洲）,娶,湖南安化,黄雨田子黄自元,郑先朴女（江苏长洲）。5册）,郑先朴女,江苏长洲,FALSE,NA,FALSE,NA,黄雨田子黄自元【娶】郑先朴女（江苏长洲）。5册）
4403.,6032,黄氏（湖南安化）,TRUE,贺氏（湖南善化）,适,湖南安化,黄雨田女,贺熙龄孙、贺谖子贺汝定（湖南善化）。5册）,贺熙龄孙、贺谖子贺汝定,湖南善化,FALSE,NA,FALSE,NA,黄雨田女【适】贺熙龄孙、贺谖子贺汝定（湖南善化）。5册）
4404.,6033,黄氏（湖南安化）,TRUE,陶氏（湖南安化）,娶,湖南安化,黄自元子黄传学,陶煌女陶腕滋（湖南安化）。（《资江陶氏七续族谱提本》卷一）,陶煌女陶腕滋,湖南安化,FALSE,NA,FALSE,NA,黄自元子黄传学【娶】陶煌女陶腕滋（湖南安化）。（《资江陶氏七续族谱提本》卷一）
