entry_no_raw,line_no,anchor_family,anchor_is_focal,partner_family,marriage_type,current_location,left_text,right_text,partner_text,partner_location,has_writings_any,female_writer_family,uncertain_writer,era_hint,source_text
104.,145,李氏（直隶任丘）,TRUE,朱氏（直隶大兴）,适,直隶任丘,李中简女,朱垣子朱锡田（直隶大兴）。,朱垣子朱锡田,直隶大兴,FALSE,NA,FALSE,NA,李中简女【适】朱垣子朱锡田（直隶大兴）。
105.,148,张氏（直隶南皮）,TRUE,纪氏（直隶献县）,适,直隶南皮,张庆长女,纪易子纪汝侗（直隶献县）。,纪易子纪汝侗,直隶献县,FALSE,NA,FALSE,NA,张庆长女【适】纪易子纪汝侗（直隶献县）。
106.,149,张氏（直隶南皮）,TRUE,纪氏（直隶献县）,适,直隶南皮,张庆长女、张端城姊,纪汝健（直隶献县）。,纪汝健,直隶献县,FALSE,NA,FALSE,NA,张庆长女、张端城姊【适】纪汝健（直隶献县）。
107.,150,张氏（直隶南皮）,TRUE,纪氏（直隶献县）,适,直隶南皮,张庆长女,纪焯子纪汝傣（直隶献县）。,纪焯子纪汝傣,直隶献县,FALSE,NA,FALSE,NA,张庆长女【适】纪焯子纪汝傣（直隶献县）。
108.,153,张氏（直隶南皮）,TRUE,刘氏（直隶沧州）,娶,直隶南皮,张铁,刘廷式女、刘元锌刘元修妹（直隶沧州）。,刘廷式女、刘元锌刘元修妹,直隶沧州,FALSE,NA,FALSE,NA,张铁【娶】刘廷式女、刘元锌刘元修妹（直隶沧州）。
109.,154,张氏（直隶南皮）,TRUE,朱氏（广西临桂）,娶,直隶南皮,张铁,朱绍恩女、朱汝霖妹（广西临桂）。,朱绍恩女、朱汝霖妹,广西临桂,FALSE,NA,FALSE,NA,张铁【娶】朱绍恩女、朱汝霖妹（广西临桂）。
110.,155,张氏（直隶南皮）,TRUE,蒋氏（直隶卢龙）,娶,直隶南皮,张铁,蒋策女（直隶卢龙）。,蒋策女,直隶卢龙,FALSE,NA,FALSE,NA,张铁【娶】蒋策女（直隶卢龙）。
111.,156,张氏（直隶南皮）,TRUE,唐氏（贵州遵义）,娶,直隶南皮,张镁子张之洞,唐树义女（贵州遵义）。,唐树义女,贵州遵义,FALSE,NA,FALSE,NA,张镁子张之洞【娶】唐树义女（贵州遵义）。
112.,157,张氏（直隶南皮）,TRUE,王氏（山东福山）,娶,直隶南皮,张之洞,王祖源孙女、王懿荣女（山东福山）。,王祖源孙女、王懿荣女,山东福山,FALSE,NA,FALSE,NA,张之洞【娶】王祖源孙女、王懿荣女（山东福山）。
113.,158,张氏（直隶南皮）,TRUE,王氏（直隶文安）,娶,直隶南皮,张镁子张之沸,王秋元孙女、王珊女（直隶文安）。,王秋元孙女、王珊女,直隶文安,FALSE,NA,FALSE,NA,张镁子张之沸【娶】王秋元孙女、王珊女（直隶文安）。
114.,159,张氏（直隶南皮）,TRUE,刘氏（直隶献县）,娶,直隶南皮,张之洞子张权,刘廷楠曾孙女、刘书年孙女、刘肇均女刘文嘉（直隶献县）。,刘廷楠曾孙女、刘书年孙女、刘肇均女刘文嘉,直隶献县,FALSE,NA,FALSE,NA,张之洞子张权【娶】刘廷楠曾孙女、刘书年孙女、刘肇均女刘文嘉（直隶献县）。
115.,160,张氏（直隶南皮）,TRUE,黄氏（贵州贵筑）,娶,直隶南皮,张之洞侄,黄彭年侄女（贵州贵筑）。,黄彭年侄女,贵州贵筑,FALSE,NA,FALSE,NA,张之洞侄【娶】黄彭年侄女（贵州贵筑）。
116.,161,张氏（直隶南皮）,TRUE,黄氏（浙江瑞安）,适,直隶南皮,张之湃女、张之洞侄女,黄体芳子黄绍箕（浙江瑞安）。,黄体芳子黄绍箕,浙江瑞安,FALSE,NA,FALSE,NA,张之湃女、张之洞侄女【适】黄体芳子黄绍箕（浙江瑞安）。
117.,162,张氏（直隶南皮）,TRUE,朱氏（安徽太湖）,适,直隶南皮,张之洞侄女,朱延熙（安徽太湖）。,朱延熙,安徽太湖,FALSE,NA,FALSE,NA,张之洞侄女【适】朱延熙（安徽太湖）。
118.,163,张氏（直隶南皮）,TRUE,林氏（广西平乐）,适,直隶南皮,张之璘女,林世煮（广西平乐）。,林世煮,广西平乐,FALSE,NA,FALSE,NA,张之璘女【适】林世煮（广西平乐）。
119.,164,张氏（直隶南皮）,TRUE,慕氏（山东蓬莱）,娶,直隶南皮,张之璘侄孙张元来,慕荣翰女（山东蓬莱）。,慕荣翰女,山东蓬莱,FALSE,NA,FALSE,NA,张之璘侄孙张元来【娶】慕荣翰女（山东蓬莱）。
120.,167,姜氏（直隶大名）,TRUE,郑氏（浙江秀水）,娶,直隶大名,姜顺蛟子姜贻绩,郑虎文女（浙江秀水）。,郑虎文女,浙江秀水,FALSE,NA,FALSE,NA,姜顺蛟子姜贻绩【娶】郑虎文女（浙江秀水）。
121.,168,姜氏（直隶大名）,TRUE,陈氏（浙江海宁）,娶,直隶大名,姜贻纶,陈世侃女陈静嘉（浙江海宁）。,陈世侃女陈静嘉,浙江海宁,FALSE,NA,FALSE,NA,姜贻纶【娶】陈世侃女陈静嘉（浙江海宁）。
122.,171,崔氏（直隶庆云）,TRUE,王氏（山西太原）,娶,直隶庆云,崔光笏,王鼎女（山西太原）。,王鼎女,山西太原,FALSE,NA,FALSE,NA,崔光笏【娶】王鼎女（山西太原）。
123.,172,崔氏（直隶庆云）,TRUE,刘氏（直隶盐山）,适,直隶庆云,崔光笏女,刘庆凯子刘港婧（直隶盐山）。,刘庆凯子刘港婧,直隶盐山,FALSE,NA,FALSE,NA,崔光笏女【适】刘庆凯子刘港婧（直隶盐山）。
124.,175,王氏（山东福山）,TRUE,张氏（山东蓬莱）,娶,山东福山,王消,张一恒女（山东蓬莱）。,张一恒女,山东蓬莱,FALSE,NA,FALSE,NA,王消【娶】张一恒女（山东蓬莱）。
125.,176,王氏（山东福山）,TRUE,林氏（山东栖霞）,娶,山东福山,王滔子王从绳,林球女（山东栖霞）。,林球女,山东栖霞,FALSE,NA,FALSE,NA,王滔子王从绳【娶】林球女（山东栖霞）。
126.,177,王氏（山东福山）,TRUE,孔氏（山东宁海）,娶,山东福山,王从绳子王衍绪,孔尚先孙女、孔衍似女（山东宁海）。,孔尚先孙女、孔衍似女,山东宁海,FALSE,NA,FALSE,NA,王从绳子王衍绪【娶】孔尚先孙女、孔衍似女（山东宁海）。
127.,178,王氏（山东福山）,TRUE,李氏（山东寿光）,娶,山东福山,王从绳子王景绪,李炳女（山东寿光）。,李炳女,山东寿光,FALSE,NA,FALSE,NA,王从绳子王景绪【娶】李炳女（山东寿光）。
128.,179,王氏（山东福山）,TRUE,李氏（山东海阳）,娶,山东福山,王景绪子王允长,李赞元四世孙女、李承泽女（山东海阳）。,李赞元四世孙女、李承泽女,山东海阳,FALSE,NA,FALSE,NA,王景绪子王允长【娶】李赞元四世孙女、李承泽女（山东海阳）。
129.,180,王氏（山东福山）,TRUE,于氏（山东荣成）,娶,山东福山,王衍绪孙王兆琛,于颖发女（山东荣成）。,于颖发女,山东荣成,FALSE,NA,FALSE,NA,王衍绪孙王兆琛【娶】于颖发女（山东荣成）。
130.,181,王氏（山东福山）,TRUE,谢氏（山东福山）,娶,山东福山,王兆琛子王祖源,谢乃实四世孙女、谢牧之女（山东福山）。,谢乃实四世孙女、谢牧之女,山东福山,FALSE,NA,FALSE,NA,王兆琛子王祖源【娶】谢乃实四世孙女、谢牧之女（山东福山）。
131.,182,王氏（山东福山）,TRUE,郝氏（山东栖霞）,适,山东福山,王照圆,郝懿行（山东栖霞）。,郝懿行,山东栖霞,FALSE,NA,FALSE,NA,王照圆【适】郝懿行（山东栖霞）。
132.,183,王氏（山东福山）,TRUE,黄氏（山东蓬莱）,娶,山东福山,王祖源子王懿荣,黄岩曾孙女、黄宗敬女（山东蓬莱）。,黄岩曾孙女、黄宗敬女,山东蓬莱,FALSE,NA,FALSE,NA,王祖源子王懿荣【娶】黄岩曾孙女、黄宗敬女（山东蓬莱）。
133.,184,王氏（山东福山）,TRUE,张氏（直隶丰润）,娶,山东福山,王懿荣子王崇盛,张人骏女（直隶丰润）。,张人骏女,直隶丰润,FALSE,NA,FALSE,NA,王懿荣子王崇盛【娶】张人骏女（直隶丰润）。
134.,185,王氏（山东福山）,TRUE,张氏（直隶南皮）,适,山东福山,王懿荣女,张之洞（直隶南皮）。,张之洞,直隶南皮,FALSE,NA,FALSE,NA,王懿荣女【适】张之洞（直隶南皮）。
135.,186,王氏（山东福山）,TRUE,吴氏（山东海丰）,适,山东福山,王懿荣女,吴式芬孙、吴重熹子吴卦（山东海丰）。,吴式芬孙、吴重熹子吴卦,山东海丰,FALSE,NA,FALSE,NA,王懿荣女【适】吴式芬孙、吴重熹子吴卦（山东海丰）。
136.,189,吴氏（山东海丰）,TRUE,潘氏（山东乐陵）,娶,山东海丰,吴之飘,潘体震曾孙女、潘同善女（山东乐陵）。,潘体震曾孙女、潘同善女,山东乐陵,FALSE,NA,FALSE,NA,吴之飘【娶】潘体震曾孙女、潘同善女（山东乐陵）。
137.,190,吴氏（山东海丰）,TRUE,查氏（直隶宛平）,娶,山东海丰,吴之歉子吴衍曾,查礼孙女、查淳女（直隶宛平）。,查礼孙女、查淳女,直隶宛平,FALSE,NA,FALSE,NA,吴之歉子吴衍曾【娶】查礼孙女、查淳女（直隶宛平）。
138.,191,吴氏（山东海丰）,TRUE,刘氏（直隶高阳）,娶,山东海丰,吴衍曾子吴式芬,刘祖志孙女、刘璟女（直隶高阳）。,刘祖志孙女、刘璟女,直隶高阳,FALSE,NA,FALSE,NA,吴衍曾子吴式芬【娶】刘祖志孙女、刘璟女（直隶高阳）。
139.,192,吴氏（山东海丰）,TRUE,陈氏（山东潍县）,娶,山东海丰,吴式芬子吴重熹,陈官俊孙女、陈介祺女（山东潍县）。,陈官俊孙女、陈介祺女,山东潍县,FALSE,NA,FALSE,NA,吴式芬子吴重熹【娶】陈官俊孙女、陈介祺女（山东潍县）。
140.,193,吴氏（山东海丰）,TRUE,王氏（山东福山）,娶,山东海丰,吴重熹子吴到,王懿荣女（山东福山）。,王懿荣女,山东福山,FALSE,NA,FALSE,NA,吴重熹子吴到【娶】王懿荣女（山东福山）。
141.,194,吴氏（山东海丰）,TRUE,黄氏（贵州贵筑）,娶,山东海丰,吴重熹子吴豳,黄彭年侄孙女、黄国瑾侄女（贵州贵筑）。,黄彭年侄孙女、黄国瑾侄女,贵州贵筑,FALSE,NA,FALSE,NA,吴重熹子吴豳【娶】黄彭年侄孙女、黄国瑾侄女（贵州贵筑）。
142.,195,吴氏（山东海丰）,TRUE,查氏（直隶宛平）,娶,山东海丰,吴式芬孙吴峋,查彬曾孙女、查默勤孙女、查以观女（直隶宛平）。,查彬曾孙女、查默勤孙女、查以观女,直隶宛平,FALSE,NA,FALSE,NA,吴式芬孙吴峋【娶】查彬曾孙女、查默勤孙女、查以观女（直隶宛平）。
143.,198,卢氏（山东德州）,TRUE,金氏（浙江仁和）,娶,山东德州,卢见曾子卢谟,金德瑛女（浙江仁和）。,金德瑛女,浙江仁和,FALSE,NA,FALSE,NA,卢见曾子卢谟【娶】金德瑛女（浙江仁和）。
144.,199,卢氏（山东德州）,TRUE,纪氏（直隶献县）,娶,山东德州,卢见曾孙卢荫文,纪购女（直隶献县）。,纪购女,直隶献县,FALSE,NA,FALSE,NA,卢见曾孙卢荫文【娶】纪购女（直隶献县）。
145.,200,卢氏（山东德州）,TRUE,袁氏（山东长山）,娶,山东德州,卢荫溥,袁守诠女（山东长山）。,袁守诠女,山东长山,FALSE,NA,FALSE,NA,卢荫溥【娶】袁守诠女（山东长山）。
146.,201,卢氏（山东德州）,TRUE,袁氏（山东长山）,娶,山东德州,卢荫溥子,袁守诠侄女、袁煜女（山东长山）。,袁守诠侄女、袁煜女,山东长山,FALSE,NA,FALSE,NA,卢荫溥子【娶】袁守诠侄女、袁煜女（山东长山）。
147.,202,卢氏（山东德州）,TRUE,焦氏（山东章丘）,适,山东德州,卢荫溥女卢介祺,焦以润子焦家麟（山东章丘）。,焦以润子焦家麟,山东章丘,FALSE,NA,FALSE,NA,卢荫溥女卢介祺【适】焦以润子焦家麟（山东章丘）。
148.,203,卢氏（山东德州）,TRUE,纪氏（直隶献县）,适,山东德州,卢荫泽女,纪汝光孙、纪树基子纪煤敏（直隶献县）。,纪汝光孙、纪树基子纪煤敏,直隶献县,FALSE,NA,FALSE,NA,卢荫泽女【适】纪汝光孙、纪树基子纪煤敏（直隶献县）。
149.,204,卢氏（山东德州）,TRUE,陈氏（浙江海盐）,娶,山东德州,卢荫溥孙卢光燮,陈用敷孙女、陈宽敬女（浙江海盐）。,陈用敷孙女、陈宽敬女,浙江海盐,FALSE,NA,FALSE,NA,卢荫溥孙卢光燮【娶】陈用敷孙女、陈宽敬女（浙江海盐）。
150.,207,赵氏（山东益都）,TRUE,王氏（山东新城）,娶,山东益都,赵继美子赵作肃（赵执端父）,王士祺妹（山东新城）。,王士祺妹,山东新城,FALSE,NA,FALSE,NA,赵继美子赵作肃（赵执端父）【娶】王士祺妹（山东新城）。
151.,208,赵氏（山东益都）,TRUE,孙氏（山东益都）,娶,山东益都,赵作肱子赵执信,孙廷馀孙女、孙宝仍女（山东益都）。,孙廷馀孙女、孙宝仍女,山东益都,FALSE,NA,FALSE,NA,赵作肱子赵执信【娶】孙廷馀孙女、孙宝仍女（山东益都）。
152.,209,赵氏（山东益都）,TRUE,孙氏（山东益都）,适,山东益都,赵作肃女,孙廷馋孙孙续端（山东益都）。,孙廷馋孙孙续端,山东益都,FALSE,NA,FALSE,NA,赵作肃女【适】孙廷馋孙孙续端（山东益都）。
153.,210,赵氏（山东益都）,TRUE,谢氏（山东章丘）,适,山东益都,赵作肃女,谢启光（山东章丘）。,谢启光,山东章丘,FALSE,NA,FALSE,NA,赵作肃女【适】谢启光（山东章丘）。
154.,211,赵氏（山东益都）,TRUE,韩氏（山东淄川）,适,山东益都,赵作肃女,韩炬子韩维坚（山东淄川）。,韩炬子韩维坚,山东淄川,FALSE,NA,FALSE,NA,赵作肃女【适】韩炬子韩维坚（山东淄川）。
155.,212,赵氏（山东益都）,TRUE,朱氏（山东济南）,适,山东益都,赵执信女赵慈,朱崇善（山东济南）。,朱崇善,山东济南,FALSE,NA,FALSE,NA,赵执信女赵慈【适】朱崇善（山东济南）。
156.,215,陈氏（山东潍县）,TRUE,丁氏（山东潍县）,娶,山东潍县,陈官俊,丁平女、丁廷华妹、丁廷琛姊（山东潍县）。,丁平女、丁廷华妹、丁廷琛姊,山东潍县,FALSE,NA,FALSE,NA,陈官俊【娶】丁平女、丁廷华妹、丁廷琛姊（山东潍县）。
157.,216,陈氏（山东潍县）,TRUE,李氏（山东诸城）,娶,山东潍县,陈官俊子陈介祺,李梃孙女、李煜女（山东诸城）。,李梃孙女、李煜女,山东诸城,FALSE,NA,FALSE,NA,陈官俊子陈介祺【娶】李梃孙女、李煜女（山东诸城）。
158.,217,陈氏（山东潍县）,TRUE,刘氏（直隶永清）,娶,山东潍县,陈介祺子陈厚滋,刘车奇孙女、刘源溶女（直隶永清）。,刘车奇孙女、刘源溶女,直隶永清,FALSE,NA,FALSE,NA,陈介祺子陈厚滋【娶】刘车奇孙女、刘源溶女（直隶永清）。
159.,218,陈氏（山东潍县）,TRUE,吴氏（山东海丰）,适,山东潍县,陈介祺女,吴式芬子吴重熹（山东海丰）。,吴式芬子吴重熹,山东海丰,FALSE,NA,FALSE,NA,陈介祺女【适】吴式芬子吴重熹（山东海丰）。
160.,219,陈氏（山东潍县）,TRUE,王氏（山东诸城）,娶,山东潍县,陈介祺孙、陈厚滋子陈阳,王绳女（山东诸城）。,王绳女,山东诸城,FALSE,NA,FALSE,NA,陈介祺孙、陈厚滋子陈阳【娶】王绳女（山东诸城）。
161.,222,张氏（山东潍县）,TRUE,王氏（山东诸城）,娶,山东潍县,张兆栋子张僖,王阶庆曾孙女、王玮庆侄曾孙女、王延桂女（山东诸城）。,王阶庆曾孙女、王玮庆侄曾孙女、王延桂女,山东诸城,FALSE,NA,FALSE,NA,张兆栋子张僖【娶】王阶庆曾孙女、王玮庆侄曾孙女、王延桂女（山东诸城）。
162.,223,张氏（山东潍县）,TRUE,郭氏（山东潍县）,娶,山东潍县,张僖子张侃,郭梦龄孙女、郭薰之女（山东潍县）。,郭梦龄孙女、郭薰之女,山东潍县,FALSE,NA,FALSE,NA,张僖子张侃【娶】郭梦龄孙女、郭薰之女（山东潍县）。
163.,226,单氏（山东高密）,TRUE,李氏（山东高密）,娶,山东高密,单憎,李长嶙曾孙女、李敬淳孙女、李容敷女（山东高密）。,李长嶙曾孙女、李敬淳孙女、李容敷女,山东高密,FALSE,NA,FALSE,NA,单憎【娶】李长嶙曾孙女、李敬淳孙女、李容敷女（山东高密）。
164.,227,单氏（山东高密）,TRUE,刘氏（山东诸城）,适,山东高密,单凤文女（单可基姑）,刘绪炬子刘严（山东诸城）。,刘绪炬子刘严,山东诸城,FALSE,NA,FALSE,NA,单凤文女（单可基姑）【适】刘绪炬子刘严（山东诸城）。
165.,228,单氏（山东高密）,TRUE,王氏（山东诸城）,适,山东高密,单可玉女单苣楼,王玮庆（山东诸城）。,王玮庆,山东诸城,FALSE,NA,FALSE,NA,单可玉女单苣楼【适】王玮庆（山东诸城）。
166.,229,单氏（山东高密）,TRUE,慕氏（山东蓬莱）,适,山东高密,单为德女单绮江,慕氏（山东蓬莱）。,慕氏,山东蓬莱,FALSE,NA,FALSE,NA,单为德女单绮江【适】慕氏（山东蓬莱）。
167.,230,单氏（山东高密）,TRUE,刘氏（山东诸城）,适,山东高密,单言扬女,刘严子刘敞（山东诸城）。,刘严子刘敞,山东诸城,FALSE,NA,FALSE,NA,单言扬女【适】刘严子刘敞（山东诸城）。
168.,233,柯氏（山东胶州）,TRUE,李氏（山东掖县）,娶,山东胶州,柯培元子柯衡,李图女（山东掖县）。,李图女,山东掖县,FALSE,NA,FALSE,NA,柯培元子柯衡【娶】李图女（山东掖县）。
169.,234,柯氏（山东胶州）,TRUE,陈氏（不详）,适,山东胶州,柯培元女柯纫秋,陈汝枚。,陈汝枚。,不详,FALSE,NA,FALSE,NA,柯培元女柯纫秋【适】陈汝枚。
170.,235,柯氏（山东胶州）,TRUE,魏氏（山东潍县）,娶,山东胶州,柯衡子柯劭敬,魏璘曾孙女、魏延之侄孙女（山东潍县）。,魏璘曾孙女、魏延之侄孙女,山东潍县,FALSE,NA,FALSE,NA,柯衡子柯劭敬【娶】魏璘曾孙女、魏延之侄孙女（山东潍县）。
171.,236,柯氏（山东胶州）,TRUE,吴氏（安徽桐城）,娶,山东胶州,柯劭意,吴汝纶女（安徽桐城）。,吴汝纶女,安徽桐城,FALSE,NA,FALSE,NA,柯劭意【娶】吴汝纶女（安徽桐城）。
172.,237,柯氏（山东胶州）,TRUE,蒋氏（山东潍县）,适,山东胶州,柯衡女柯劭惠,蒋景郛（山东潍县）。,蒋景郛,山东潍县,FALSE,NA,FALSE,NA,柯衡女柯劭惠【适】蒋景郛（山东潍县）。
173.,238,柯氏（山东胶州）,TRUE,李氏（山东掖县）,娶,山东胶州,柯衡子,李铁曾孙女、李图女（山东掖县）。,李铁曾孙女、李图女,山东掖县,FALSE,NA,FALSE,NA,柯衡子【娶】李铁曾孙女、李图女（山东掖县）。
174.,239,柯氏（山东胶州）,TRUE,纪氏（山东胶州）,适,山东胶州,柯培元孙女、柯椽女、柯劭态堂姊,纪敦睦（山东胶州）。,纪敦睦,山东胶州,FALSE,NA,FALSE,NA,柯培元孙女、柯椽女、柯劭态堂姊【适】纪敦睦（山东胶州）。
175.,240,柯氏（山东胶州）,TRUE,孙氏（山东荣成）,适,山东胶州,柯劭忘妹柯劭慧,孙季咸（山东荣成）。,孙季咸,山东荣成,FALSE,NA,FALSE,NA,柯劭忘妹柯劭慧【适】孙季咸（山东荣成）。
176.,241,柯氏（山东胶州）,TRUE,孔氏（山东曲阜）,娶,山东胶州,柯劭态子柯昌汾,孔令贻女孔德懋（山东曲阜）。,孔令贻女孔德懋,山东曲阜,FALSE,NA,FALSE,NA,柯劭态子柯昌汾【娶】孔令贻女孔德懋（山东曲阜）。
